location,source,target,id,fuzzy,context,translator_comments,developer_comments
Scripts/content/Story/MISSIONS/DIA_Nov_1312_Darrion.d:45,"Ich hab' nicht viel Zeit für neugierige Fragen. Also stör mich nicht - es sei denn, du willst was kaufen.",我没有很多时间回答你的问题，所以不要打扰我－－除非你想买些东西。,,,DIA_Darrion_Hello_11_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1312_Darrion.d:62,Ich will mit dir handeln!,我想和你做笔生意！,,,DIA_Darrion_Trade.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1312_Darrion.d:75,Ich will mit dir handeln!,我想和你做笔生意！,,,DIA_Darrion_Trade_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1312_Darrion.d:76,"Gut! Hier - das sind die Waffen, die ich zurzeit da habe.",好！给－－这些是我这里可用的武器。,,,DIA_Darrion_Trade_11_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:46,"Der Schläfer sei mit dir, Fremder!",愿沈睡者与你同在，陌生人！,,,DIA_BaalParvez_Greet_10_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:47,"Ich bin hier, um dich auf den rechten Weg zu führen.",我来这儿要给你指明一条正路。,,,DIA_BaalParvez_Greet_10_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:59,Und was ist der rechte Weg?,我想和你做笔生意！,,,DIA_BaalParvez_RightWay.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:72,Und was ist der rechte Weg?,我想和你做笔生意！,,,DIA_BaalParvez_RightWay_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:73,"Der Weg des Schläfers. Er allein hat die Macht, uns von hier zu befreien.",沈睡者之路。他有能使我们自由的能量。,,,DIA_BaalParvez_RightWay_10_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:74,Im unserem Lager bereiten die Gurus eine große Beschwörung vor - sie wollen mit dem Schläfer in Kontakt treten.,导师们正在我们的营地里准备一次大的祈祷－－他们想与沈睡者取得联系。,,,DIA_BaalParvez_RightWay_10_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:75,"Bisher hat er nur durch Visionen zu uns gesprochen - aber jetzt ist die Zeit gekommen, mit ihm Kontakt aufzunehmen.",不久他就会和我们谈话了，但是现在还不是联系他的时候。,,,DIA_BaalParvez_RightWay_10_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:76,Wir brauchen dazu so viele Anhänger wie möglich. Durch unsere gebündelte geistige Kraft werden wir zu ihm durchdringen.,我们需要大量的支持者。通过集中我们的精神能量，来和他取得联系。,,,DIA_BaalParvez_RightWay_10_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:77,"Unser Lager liegt etwas weiter entfernt in den Sümpfen - Ich kann dich aber hinbringen, falls du es wünschst.",我们的营地离这儿还有一段距离。如果你想去，我可以带你去。,,,DIA_BaalParvez_RightWay_10_05,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:89,"Was hätte ich davon, mich euch anzuschließen?",加入你们，会有什么好处吗？,,,DIA_BaalParvez_MyAdvantage.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:102,"Was hätte ich davon, mich euch anzuschließen?",加入你们，会有什么好处吗？,,,DIA_BaalParvez_MyAdvantage_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:103,"Vielleicht bist du einer der Auserwählten, denen der Schläfer die Gabe der Magie verleiht.",也许你可以收到沈睡者的魔法礼物。,,,DIA_BaalParvez_MyAdvantage_10_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:104,Oder du erreichst die höchsten Ehren und wirst zum Templer berufen. Nur die besten Kämpfer unter uns dürfen diese Position bekleiden.,或者你可能得到最高的荣誉，成为一名圣战士。只有我们最好的战士才可以获得那个位置。,,,DIA_BaalParvez_MyAdvantage_10_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:105,"Wenn der Schläfer mit dir ist, kannst du sogar beides kombinieren - die besten unter den Templern haben nämlich auch die Gabe der Magie.",如果沈睡者和你在一起，你就可以得到双份好处了－－圣战士以及魔法能力。,,,DIA_BaalParvez_MyAdvantage_10_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:106,"Du siehst, in unserer Bruderschaft gibt es viele Möglichkeiten für dich.",你看，加入我们兄弟会是有很多好处的。,,,DIA_BaalParvez_MyAdvantage_10_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:107,"Überzeuge dich selbst davon, bevor du dich vorschnell für ein anderes Lager entscheidest!",你在加入其他营地前，你应该意识到这一点！,,,DIA_BaalParvez_MyAdvantage_10_05,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:119,Wer ist der Schläfer?,沈睡者是谁？,,,DIA_BaalParvez_Sleeper.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:132,Wer ist der Schläfer?,沈睡者是谁？,,,DIA_BaalParvez_Sleeper_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:133,Der Schläfer spricht zu uns durch unsere Träume und Visionen.,沈睡者通过梦和预言和我们说话。,,,DIA_BaalParvez_Sleeper_10_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:134,"Seit er vor fünf Jahren das erste Mal mit Y'Berion in Kontakt trat, hat er uns geleitet.",自从他五年前首次和贝理昂联系后，他就一直引导着我们。,,,DIA_BaalParvez_Sleeper_10_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:135,Alle Anhänger der Bruderschaft haben dem Glauben an die drei Götter abgeschworen. Wir bitten nur noch den Schläfer um Erlösung.,所有兄弟会的信徒与那三个神断绝了关系，我们只祈祷有人来拯救那些沈睡者。,,,DIA_BaalParvez_Sleeper_10_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:136,Erlösung wovon?,拯救什么？,,,DIA_BaalParvez_Sleeper_15_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:137,"Na, von diesem gottverdammten Ort hier! Der Schläfer wird uns den Weg in die Freiheit weisen!",当然是指这个讨厌的地方了！沈睡者会带领我们走向自由的！,,,DIA_BaalParvez_Sleeper_10_05,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:149,Was hat euch der Schläfer gesagt?,沈睡者告诉你什么了？,,,DIA_BaalParvez_SleeperSaid.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:162,Was hat euch der Schläfer gesagt?,沈睡者告诉你什么了？,,,DIA_BaalParvez_SleeperSaid_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:163,"Er hat uns in den Sumpf geführt, zu den alten Tempelruinen. Dort haben wir unser Lager errichtet.",他引导着我们去沼泽地，去那个废弃了的神殿。那就是我们创建营地的地方。,,,DIA_BaalParvez_SleeperSaid_10_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:164,Er hat uns die Unabhängigkeit gegeben - keiner von uns muss mehr in den Minen schuften.,他给我们自主的权力－－我们没人需要在矿里劳动。,,,DIA_BaalParvez_SleeperSaid_10_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:165,"Er hat uns die Wirkung des Sumpfkrauts gezeigt. Wir verkaufen es an die anderen Lager und bekommen dafür alles, was wir brauchen.",他引导我们收获沼泽烟草。我们把它们卖给其他的营地，来换取我们需要的东西。,,,DIA_BaalParvez_SleeperSaid_10_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:166,"Und er gab einigen von uns die Gabe der Magie. Einer alten, mächtigen Magie, verschieden von der, die die Magier des Reiches anwenden.",他将魔法能力赐予我们之中的某些人。这是古老而强大的魔法，不同于这个国度的法师所使用的魔法。,,,DIA_BaalParvez_SleeperSaid_10_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:178,Erzähl mir von der Magie des Schläfers.,请给我讲讲沈睡者的魔法。,,,DIA_BaalParvez_PSIMagic.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:191,Erzähl mir von der Magie des Schläfers.,请给我讲讲沈睡者的魔法。,,,DIA_BaalParvez_PSIMagic_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:192,"Diese Gabe verleiht die Fähigkeit, Dinge mit der Kraft deines Willens zu kontrollieren.",这种礼物能使你用自己的精神去控制事物。,,,DIA_BaalParvez_PSIMagic_10_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:193,Nur die Gurus unserer Bruderschaft sind in die Geheimnisse dieser Magie eingeweiht.,只有我们兄弟会的导师才能传授这种的奥秘。,,,DIA_BaalParvez_PSIMagic_10_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:208,Bring mich zu eurem Lager. Das will ich mir ansehen!,带我去你们的营地吧。我想看看它！,,,DIA_BaalParvez_GotoPSI.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:224,Bring mich zu eurem Lager. Das will ich mir ansehen!,带我去你们的营地吧。我想看看它！,,,DIA_BaalParvez_GotoPSI_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:237,Sehr gut! Ich werde vorangehen. Folge mir!,很好！我正要去。跟我走吧！,,,DIA_BaalParvez_GotoPSI_10_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:274,Wir sind angekommen. Dort unten liegt das Lager der Bruderschaft.,我们到了。前面就是兄弟营地了。,,,DIA_BaalParvez_AtPSI_10_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:278,"Du hast dir viel Zeit gelassen, Bruder! Da unten siehst du das Lager.",你很从容，朋友！向下走你就会看到营地了。,,,DIA_BaalParvez_AtPSI_LATE_10_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:281,"Geh durch das Tor und rede mit meinen Brüdern. Ich bin sicher, dass du den Weg nicht umsonst gemacht hast.",穿过大门，去和我的弟兄们谈谈吧。,,,DIA_BaalParvez_AtPSI_10_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:282,Frag nach Cor Kalom. Er hat die Aufsicht über die Novizen und die Lehrer.,去拜访一下寇尔卡隆吧。他负责见习修士和助教们。,,,DIA_BaalParvez_AtPSI_10_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:283,"Ich gehe zurück ins alte Lager - es gibt noch viele Unwissende, die auf den richtigen Weg gebracht werden müssen.",我要返回旧营地－－因为那儿还有许多无宗教信仰者，我必须把他们引上正路。,,,DIA_BaalParvez_AtPSI_10_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1330_BaalParvez.d:284,Viel Glück.,祝你好运。,,,DIA_BaalParvez_AtPSI_15_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:33,Ich bin neu hier. Wer bist du?,我刚来这儿。你是谁？,,,DIA_BaalTaran_Greet.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:43,Ich bin neu hier. Wer bist du?,我刚来这儿。你是谁？,,,DIA_BaalTaran_Greet_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:44,Ich bin Baal Taran von der Bruderschaft des Schläfers.,我是沈睡者的兄弟会中的巴尔．塔兰。,,,DIA_BaalTaran_Greet_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:56,Was ist die Bruderschaft des Schläfers?,什么是沈睡者的兄弟会？,,,DIA_BaalTaran_Bruderschaft.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:69,Was ist die Bruderschaft des Schläfers?,什么是沈睡者的兄弟会？,,,DIA_BaalTaran_Bruderschaft_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:70,Wir sind eine Gemeinschaft von Anhängern eines neuen Glaubens.,我们是一种新宗教的信徒的社团。,,,DIA_BaalTaran_Bruderschaft_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:71,"Unser Lager liegt östlich von hier, im Sumpfgebiet. Ich bin hergekommen, um Fremden wie dir die Lehre des Schläfers zu verkünden.",我们的营地位于沼泽地的东部。我来向像你这样的陌生人宣传沈睡者的训教。,,,DIA_BaalTaran_Bruderschaft_05_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:83,Wer ist der Schläfer?,沈睡者是谁？,,,DIA_BaalTaran_Sleeper.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:96,Wer ist der Schläfer?,沈睡者是谁？,,,DIA_BaalTaran_Sleeper_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:97,"Der Schläfer ist unser Erlöser. Er hat sich uns vor 5 Jahren durch Y'Berion, unseren Meister, offenbart.",沈睡者是我们的救世主。五年前，他通过我们的主人贝理昂向我们首次训教。,,,DIA_BaalTaran_Sleeper_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:98,Seitdem haben wir den drei Göttern abgeschworen. Und das solltest du auch tun.,自从那时，我们就和三位神祗断绝了关系。你也会如此做的。,,,DIA_BaalTaran_Sleeper_05_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:99,"Die Götter haben es zugelassen, dass wir in dieses Gefängnis verbannt wurden. Der Schläfer aber wird uns wieder in die Freiheit führen.",当我们被投放到这个监狱里时，神灵们只是袖手旁观。但是沈睡者带领我们走向自由。,,,DIA_BaalTaran_Sleeper_05_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:111,Erzähl mir von der Lehre des Schläfers.,请告诉我沈睡者的教义。,,,DIA_BaalTaran_Lehre.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:124,Erzähl mir von der Lehre des Schläfers.,请告诉我沈睡者的教义。,,,DIA_BaalTaran_Lehre_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:125,"Der Schläfer ist ein mächtiges Wesen, vielleicht sogar mächtiger als Innos, der Gott des Lichts.",沈睡者的能量很大，或许比光明之神英诺斯还要大。,,,DIA_BaalTaran_Lehre_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:126,"Im Geiste ist er mit uns. Aber seine Macht ist noch begrenzt. Er schläft einen tausendjährigen Schlaf, aber die Zeit seines Erwachens ist nahe.",他与我们的精神同在。但是他的能量还是有限的。他已经睡了一千年了，但是现在快到他醒来的时候了。,,,DIA_BaalTaran_Lehre_05_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:127,"Uns hat er auserwählt, sein Erwachen zu bezeugen und seine Lehre zu verbreiten.",他选择了我们去证明他的苏醒，并为他传教。,,,DIA_BaalTaran_Lehre_05_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:128,"Denn höre, diejenigen, die sich dem Schläfer anschließen, deren Seelen werden unsterblich, aber die, die ihm entsagen oder sich gar gegen ihn stellen, werden vernichtet werden.",所以听着，所有拥护沈睡者的人都会拥有不朽的精神，而反对他的人都会受到惩罚。,,,DIA_BaalTaran_Lehre_05_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:129,Aber der Schläfer ist barmherzig und gibt allen Zweiflern einen Beweis seiner Macht.,但是沈睡者是很有同情心的，他会向怀疑他的人，派出一些能显示他力量的证据。,,,DIA_BaalTaran_Lehre_05_05,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:141,Wie soll der Weg in die Freiheit aussehen?,什么是通往自由之路？,,,DIA_BaalTaran_Freiheit.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:154,Wie soll der Weg in die Freiheit aussehen?,什么是通往自由之路？,,,DIA_BaalTaran_Freiheit_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:155,"Wir bereiten eine große Anrufung des Schläfers vor, in der alle Novizen zusammen den Kontakt herstellen.",我们正在准备一次大型的沈睡者祈祷仪式，到那里，所有的见习修士要一起联系沈睡者。,,,DIA_BaalTaran_Freiheit_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:156,In dieser Anrufung wird uns der Schläfer den Weg in die Freiheit offenbaren.,在祈祷中，沈睡者会显示出通往自由之道路。,,,DIA_BaalTaran_Freiheit_05_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:168,Wie beweist euch euer Gott seine Macht?,你的神怎样证明他的力量？,,,DIA_BaalTaran_Beweis.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:181,Wie beweist euch euer Gott seine Macht?,你的神怎样证明他的力量？,,,DIA_BaalTaran_Beweis_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:182,"Er spricht zu uns durch Visionen. Wer seine Stimme gehört hat, zweifelt nicht mehr an seiner Macht.",他通过预言和我们说话，听过他声音的人，就不再怀疑他的力量了。,,,DIA_BaalTaran_Beweis_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:183,"Wenn man das Kraut, das im Sumpf wächst, einnimmt, ist man dem Schläfer nahe und kann ihn hören. Manche sehen auch Bilder.",如果你带了沼泽地生长的沼泽烟草，你就会接近沈睡者，并能听到他说话。一些人甚至能看到图像。,,,DIA_BaalTaran_Beweis_05_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:184,Verstehe.,明白。,,,DIA_BaalTaran_Beweis_15_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:196,Wie komme ich zum Lager der Bruderschaft?,我怎样能加入兄弟会营地？,,,DIA_BaalTaran_WayToST.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:209,Wie komme ich zum Lager der Bruderschaft?,我怎样能加入兄弟会营地？,,,DIA_BaalTaran_WayToST_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:210,Ich bin gerade beschäftigt. Aber Baal Parvez müsste sich auch hier im Lager befinden.,我很忙。但是巴尔．帕菲兹应该也在营地里。,,,DIA_BaalTaran_WayToST_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:211,"Er ist in der Nähe des Marktplatzes, auf der andern Seite der Burg. Ich glaube, er hat dort sogar 'ne eigene Hütte.",他在城堡另一边，靠近市场的地方。我想他的小屋就在那儿。,,,DIA_BaalTaran_WayToST_05_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:232,Ich muss in die Burg. Kannst du mir dabei helfen?,我需要进入城堡，你能帮我吗？,,,DIA_BaalTaran_IntoCastle.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:245,Ich muss in die Burg. Kannst du mir dabei helfen?,我需要进入城堡，你能帮我吗？,,,DIA_BaalTaran_IntoCastle_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:246,"Ich fürchte nicht, Bruder. Die einzigen von uns, die die Burg betreten dürfen, sind diejenigen, die Gomez das Kraut liefern.",恐怕我不能帮你，兄弟。只有那些能向葛梅兹提供沼泽烟草的人才可以进入城堡。,,,DIA_BaalTaran_IntoCastle_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:247,"Wir ernten Sumpfkraut und verkaufen einen Teil davon ans Alte Lager, zum Austausch gegen Waren aus der Außenwelt.",我们收集沼泽烟草，并把部分卖给了旧营地，以换取外面世界的货物。,,,DIA_BaalTaran_IntoCastle_05_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:248,"Wenn du einer der Kuriere wärst, die für Cor Kalom arbeiten, könntest du in die Burg kommen. Aber dazu müsstest du natürlich einer von uns sein.",如果你是为寇尔卡隆送快信的人，那么你可以进入城堡。但是那样的话，你必须加入我们。,,,DIA_BaalTaran_IntoCastle_05_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:249,Was willst du überhaupt in der Burg?,你想到城堡里做什么呢？,,,DIA_BaalTaran_IntoCastle_05_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:252,Ich will dort jemanden treffen.,我想在那儿找个人。,,,DIA_BaalTaran_IntoCastle.DIA_BaalTaran_IntoCastle_MeetSomeone,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:253,Ich habe einen Brief für den obersten Feuermagier.,我有一封给高级火界法师的信。,,,DIA_BaalTaran_IntoCastle.DIA_BaalTaran_IntoCastle_Letter,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:258,Ich will dort jemanden treffen.,我想在那儿找个人。,,,DIA_BaalTaran_IntoCastle_MeetSomeone_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:259,"So? Wen? Und wieso wartest du nicht einfach, bis er rauskommt?",是吗？谁？你为什么不等他出来呢？,,,DIA_BaalTaran_IntoCastle_MeetSomeone_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:261,Das geht dich nichts an.,那不关你的事。,,,DIA_BaalTaran_IntoCastle.DIA_BaalTaran_IntoCastle_ForgetIt,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:262,Es ist einer der Magier.,他是一名法师。,,,DIA_BaalTaran_IntoCastle.DIA_BaalTaran_IntoCastle_Mage,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:267,Ich habe einen Brief für den obersten Feuermagier.,我有一封给高级火界法师的信。,,,DIA_BaalTaran_IntoCastle_Letter_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:268,"Ach? Und woher hast du den? Den haben dir die Magier gegeben, bevor sie dich hier reingeworfen haben, richtig?",噢？你从哪儿带来的？是法师把你派到这儿之前给的你，对吧？,,,DIA_BaalTaran_IntoCastle_Letter_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:269,"Du bist ganz schön dumm, das so rum zu erzählen. Aber keine Sorge - ich behalt's für mich.",你竟然笨到告诉人们这件事情。但是不用担心，我不会告诉别人。,,,DIA_BaalTaran_IntoCastle_Letter_05_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:270,"Nur tu dir selber einen Gefallen und erzähl es keinem anderen, ja? Die Leute hier schneiden dir für so was die Kehle durch!",但是帮你一个忙吧，不要告诉其他任何人。这儿的人可能会为像这样的事而割断一个人的喉咙！,,,DIA_BaalTaran_IntoCastle_Letter_05_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:271,"Die Belohnung, die es für eine Nachricht aus der Außenwelt gibt, will jeder gerne kassieren.",大多数人喜欢赚取你从外面世界带来的信的报酬。,,,DIA_BaalTaran_IntoCastle_Letter_05_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:278,Es ist einer der Magier.,他是一名法师。,,,DIA_BaalTaran_IntoCastle_Mage_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:279,"Oh! Tja, die kommen wirklich nie raus. Da musst du schon in die Burg rein.",噢！嗯，他们从来没有离开过城堡。你真的必须进去了。,,,DIA_BaalTaran_IntoCastle_Mage_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:280,Was willst du denn von denen? Magische Runen kaufen? Oder Tränke?,你想和他们要什么呢？魔法符咒？或药剂？,,,DIA_BaalTaran_IntoCastle_Mage_05_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:283,Stimmt genau.,那好吧。,,,DIA_BaalTaran_IntoCastle.DIA_BaalTaran_IntoCastle_Exactly,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:288,Das geht dich nichts an.,那不关你的事。,,,DIA_BaalTaran_IntoCastle_ForgetIt_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:289,"Ist ja schon gut, Mann. Ich wollte dir nur helfen ...",好吧，年轻人。我只是想帮助．．．,,,DIA_BaalTaran_IntoCastle_ForgetIt_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:295,Stimmt genau.,那好吧。,,,DIA_BaalTaran_IntoCastle_Exactly_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:296,Wusste ich's doch! Was will ein Typ wie du auch sonst wohl von den Magiern.,我知道了！像你这样的人会想和法师索取别的东西。,,,DIA_BaalTaran_IntoCastle_Exactly_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:297,Ich kann dir 'nen guten Rat geben: Vergiss die Magier. Die nehmen viel zu viel Erz für ihren Kram.,我给你提个好建议：忘记那些法师吧。他们最看重的是矿石。,,,DIA_BaalTaran_IntoCastle_Exactly_05_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1331_BaaTaran.d:298,Bei uns im Lager kannst du viel billiger an magische Runen und Tränke herankommen.,在我们的营地里，符石和药剂是非常便宜的。,,,DIA_BaalTaran_IntoCastle_Exactly_05_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:33,"Du bist aus dem Lager der Sekte, richtig?",你来自学派营地，是吧？,,,DIA_BaalKagan_Hello.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:43,"Du bist aus dem Lager der Sekte, richtig?",你来自学派营地，是吧？,,,DIA_BaalKagan_Hello_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:44,Wir nennen es die Bruderschaft.,我们称之为兄弟会。,,,DIA_BaalKagan_Hello_13_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:45,Ich bin Baal Kagan. Der Schläfer sei mit dir.,我是巴尔．卡甘。愿沈睡者与你同在。,,,DIA_BaalKagan_Hello_13_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:57,Was machst du hier?,你在这里做什么？,,,DIA_BaalKagan_WhyHere.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:70,Was machst du hier?,你在这里做什么？,,,DIA_BaalKagan_WhyHere_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:71,"Ursprünglich bin ich hierhin entsandt worden, um für unsere Gemeinschaft zu werben.",起初，我被派到这儿来说服人们加入我们的兄弟会。,,,DIA_BaalKagan_WhyHere_13_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:72,Aber diese Barbaren wollen nichts wissen von geistiger Erleuchtung. So beschränke ich mich auf den Verkauf von Sumpfkraut.,但是这些野蛮人对心灵教育不感兴趣。因此，我必须在这里出售沼泽烟草。,,,DIA_BaalKagan_WhyHere_13_02,,
